NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
2016,Centro-Oeste,5,Goias,GO,52,Aparecida de Goiania,5201405,0,1,1,1,1,584,ENGENHARIA DE PRODUCAO,1300254,Engenharia de producao,"""0725E02""",7,Engenharia - producao e construcao,72,Producao e processamento,725,Producao e processos de fabricacao,1,1,1,1,1,45,45,0,0,40,0,5,0,651,651,0,0,630,0,21,0,44,18,26,44,0,40,0,40,0,0,0,0,0,4,0,0,2,38,2,0,2,0,0,0,18,5,20,1,0,0,92,38,54,92,0,2,89,0,0,1,0,0,0,42,5,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,10,0,7,0,28,28,18,0,11,0,0,0,0,0,0,0,7,11,1,0,17,27,0,29,63,0,0,0,0,0,0,0,0,16,4,16,0,17,2,17,0,1,0,1,0
2016,Centro-Oeste,5,Goias,GO,52,Aparecida de Goiania,5201405,0,1,1,1,1,584,ENGENHARIA DE TRANSPORTES,1313291,Engenharia de transportes,"""0732E03""",7,Engenharia - producao e construcao,73,Arquitetura e construcao,732,Engenharia civil e construcao,1,1,1,1,1,42,42,0,0,40,0,2,0,696,696,0,0,695,0,1,0,39,8,31,39,0,38,0,38,0,0,0,0,0,1,0,0,2,28,4,1,1,2,1,0,13,1,25,0,0,0,60,21,39,60,0,2,46,7,1,1,2,1,0,19,4,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,11,0,8,0,27,27,17,0,14,0,0,0,0,0,0,0,7,4,0,0,21,18,0,31,29,0,0,0,0,0,0,0,0,17,5,16,0,8,0,8,0,0,0,0,0
2016,Centro-Oeste,5,Goias,GO,52,Aparecida de Goiania,5201405,0,1,1,1,1,584,GEOLOGIA,1313290,Geologia,"""0532G02""",5,Ciencias naturais - matematica e estatistica,53,Ciencias fisicas,532,Ciencias da terra,1,1,1,1,1,42,42,0,0,40,0,2,0,423,423,0,0,414,0,9,0,43,21,22,43,0,41,1,40,0,0,0,0,0,2,0,0,1,33,3,5,0,1,0,0,17,4,21,1,0,0,68,31,37,68,0,1,56,5,5,0,1,0,0,26,3,34,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,10,0,7,0,26,26,16,0,10,0,0,0,0,0,0,0,4,4,0,0,24,19,0,33,35,0,0,0,0,0,0,0,0,20,10,20,0,16,5,15,0,0,0,0,0
2016,Centro-Oeste,5,Goias,GO,52,Catalao,5205109,0,1,1,1,1,584,ABI - CIENCIAS SOCIAIS,5000903,ABI Ciencias sociais - comunicacao e informacao,"""0011A03""",0,Programas basicos,1,Programas basicos,11,Programas basicos,,1,1,1,0,60,60,0,0,60,0,0,0,526,526,0,0,526,0,0,0,33,18,15,33,0,33,0,33,0,0,0,0,0,0,0,0,0,27,4,0,2,0,0,0,19,2,10,0,0,2,16,5,11,16,0,0,12,3,0,1,0,0,0,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,8,0,6,0,8,8,5,0,3,0,0,0,0,0,0,0,2,23,15,0,21,12,0,11,5,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0
2016,Centro-Oeste,5,Goias,GO,52,Catalao,5205109,0,1,1,1,1,584,ABI - PSICOLOGIA,5000911,ABI Ciencias sociais - comunicacao e informacao,"""0011A03""",0,Programas basicos,1,Programas basicos,11,Programas basicos,,1,1,1,0,52,52,0,0,50,0,2,0,1005,1005,0,0,970,0,35,0,55,42,13,55,0,53,0,53,0,0,0,0,0,2,0,0,1,50,1,2,1,0,0,0,22,5,22,1,0,5,47,37,10,47,0,0,45,1,1,0,0,0,0,19,3,19,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,19,0,14,0,23,23,15,0,12,0,0,0,0,0,0,0,3,5,47,0,33,22,0,27,20,0,0,0,0,0,0,0,0,6,4,4,0,1,0,0,0,1,1,1,0
2016,Centro-Oeste,5,Goias,GO,52,Catalao,5205109,0,1,1,1,1,584,ABI - QUIMICA,5000913,ABI Ciencias naturais - matematica e estatistica,"""0011A05""",0,Programas basicos,1,Programas basicos,11,Programas basicos,,1,1,1,0,63,0,63,0,50,0,13,0,394,0,394,0,393,0,1,0,49,23,26,0,49,49,0,49,0,0,0,0,0,0,0,0,0,31,9,4,3,2,0,0,23,5,13,0,0,8,37,19,18,0,37,0,23,8,3,3,0,0,0,19,3,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,10,0,14,14,8,0,8,0,0,0,0,0,0,0,5,16,21,0,38,11,0,29,8,0,0,0,0,0,0,0,0,5,3,3,0,2,1,1,0,0,0,0,0
2016,Centro-Oeste,5,Goias,GO,52,Catalao,5205109,0,1,1,1,1,584,ADMINISTRACAO,102084,Administracao,"""0413A01""",4,Negocios - administracao e direito,41,Negocios e administracao,413,Gestao e administracao,1,1,1,1,1,56,0,56,0,50,0,6,0,1113,0,1113,0,1075,0,38,0,61,31,30,0,61,56,1,55,0,0,0,0,0,5,0,0,0,41,11,5,4,0,0,0,25,7,23,0,0,6,198,117,81,0,198,0,123,43,18,12,2,0,0,51,16,56,5,0,70,23,11,12,0,23,0,9,10,4,0,0,0,0,3,1,0,0,0,19,61,0,198,0,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,17,0,15,0,66,66,33,0,20,0,5,5,1,0,0,0,42,33,0,0,44,17,0,142,56,0,15,8,0,0,0,0,0,3,2,3,0,16,0,16,2,0,0,0,0
2016,Centro-Oeste,5,Goias,GO,52,Catalao,5205109,0,1,1,1,1,584,CIENCIA DA COMPUTACAO,14137,Ciencia da computacao,"""0614C01""",6,Computacao e Tecnologias da Informacao e Comunicacao (TIC),61,Computacao e Tecnologias da Informacao e Comunicacao (TIC),614,Ciencia da computacao,1,1,1,1,1,46,46,0,0,35,0,11,0,300,300,0,0,282,0,18,0,40,6,34,40,0,37,0,37,0,0,0,0,0,3,0,0,0,37,2,1,0,0,0,0,21,4,10,1,0,4,107,13,94,107,0,0,87,17,2,1,0,0,0,33,8,33,2,0,31,13,2,11,13,0,0,3,10,0,0,0,0,0,1,1,0,0,0,11,40,0,107,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,8,0,6,0,31,31,14,0,9,0,4,4,1,0,0,0,24,26,3,0,28,12,0,69,38,0,9,4,0,0,0,0,0,13,2,11,0,6,0,5,1,0,0,0,0
2016,Centro-Oeste,5,Goias,GO,52,Catalao,5205109,0,1,1,1,1,584,CIENCIAS BIOLOGICAS,102086,Biologia formacao de professor,"""0114B01""",1,Educacao,11,Educacao,114,Formacao de professores em areas especificas (exceto Letras),2,1,1,1,1,97,97,0,0,50,0,47,0,436,436,0,0,428,0,8,0,33,18,15,33,0,32,0,32,0,0,0,0,0,1,0,0,0,29,3,0,0,1,0,0,7,4,19,0,0,3,82,55,27,82,0,0,61,17,2,1,1,0,0,23,6,26,0,0,27,8,8,0,8,0,0,4,4,0,0,0,0,0,1,0,0,0,0,7,33,0,82,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,10,0,8,0,20,20,11,0,8,0,2,2,0,0,0,0,8,12,1,0,25,8,0,61,21,0,5,3,0,0,0,0,0,13,4,12,0,4,0,3,0,1,0,1,0
2016,Centro-Oeste,5,Goias,GO,52,Catalao,5205109,0,1,1,1,1,584,CIENCIAS BIOLOGICAS,1113004,Biologia,"""0511B01""",5,Ciencias naturais - matematica e estatistica,51,Ciencias biologicas e correlatas,511,Biologia,1,1,1,1,1,46,46,0,0,30,0,16,0,232,232,0,0,221,0,11,0,23,12,11,23,0,22,0,22,0,0,0,0,0,1,0,0,0,21,1,0,0,1,0,0,9,2,8,0,0,4,70,46,24,70,0,0,57,11,1,0,0,1,0,23,3,20,0,0,24,9,6,3,9,0,0,4,4,1,0,0,0,0,1,0,2,0,0,6,23,0,70,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,0,4,0,20,20,7,0,6,0,2,2,0,0,0,0,5,9,1,0,13,10,0,45,25,0,7,2,0,0,0,0,0,7,0,7,1,14,2,14,0,1,0,1,0
