NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
2019,Centro-Oeste,5,Goiás,GO,52,Aparecida de Goiânia,5201405,0,1,1,1,1,584,ENGENHARIA DE PRODUÇÃO,1300254,Engenharia de produção,"""0725E02""",7,Engenharia - produção e construção,72,Produção e processamento,725,Produção e processos de fabricação,1,1,1,1,1,48,48,0,0,40,0,8,0,374,374,0,0,323,0,51,0,49,18,31,49,0,41,1,40,0,0,0,0,0,8,0,0,0,46,3,0,0,0,0,0,25,2,17,3,0,2,189,83,106,189,0,0,174,14,0,1,0,0,0,88,9,81,3,1,7,14,7,7,14,0,0,14,0,0,0,0,0,0,9,0,5,0,0,0,49,0,186,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,8,0,8,0,67,67,41,0,28,0,2,2,1,0,0,0,15,17,2,0,18,31,0,77,112,0,4,10,0,0,0,0,0,58,15,53,1,47,0,46,10,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Aparecida de Goiânia,5201405,0,1,1,1,1,584,ENGENHARIA DE TRANSPORTES,1313291,Engenharia de transportes,"""0732E03""",7,Engenharia - produção e construção,73,Arquitetura e construção,732,Engenharia civil e construção,1,1,1,1,1,49,49,0,0,40,0,9,0,330,330,0,0,313,0,17,0,39,8,31,39,0,35,0,35,0,0,0,0,0,4,0,0,1,32,2,1,2,1,0,0,23,5,10,0,1,0,117,37,80,117,0,0,98,10,4,3,2,0,0,48,11,54,2,1,1,3,0,3,3,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,39,0,116,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,0,6,0,50,50,29,0,25,0,0,0,0,0,0,0,23,15,7,0,14,25,0,58,59,0,0,3,0,0,0,0,0,65,10,59,1,9,0,7,1,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Aparecida de Goiânia,5201405,0,1,1,1,1,584,GEOLOGIA,1313290,Geologia,"""0532G02""",5,Ciências naturais - matemática e estatística,53,Ciências físicas,532,Ciências da terra,1,1,1,1,1,45,45,0,0,40,0,5,0,343,343,0,0,334,0,9,0,36,22,14,36,0,33,0,33,0,0,0,0,0,3,0,0,1,26,2,3,3,0,1,0,13,2,19,1,0,1,131,64,67,131,0,1,88,23,9,6,2,2,0,56,9,59,3,1,3,2,0,2,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,36,0,131,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,9,0,10,0,59,59,36,0,29,0,0,0,0,0,0,0,13,19,2,0,25,11,0,78,53,0,1,1,0,0,0,0,0,89,8,85,1,13,0,13,0,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Catalão,5205109,0,1,1,1,1,584,ABI - CIÊNCIAS SOCIAIS,5000903,ABI Ciências sociais - comunicação e informação,"""0011A03""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0,72,72,0,0,60,0,12,0,347,347,0,0,340,0,7,0,40,23,17,40,0,36,0,36,0,0,0,0,0,4,0,0,0,31,7,0,1,0,0,1,19,8,12,0,0,1,28,14,14,28,0,0,22,4,0,1,0,0,1,14,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,8,0,10,0,16,16,7,0,8,0,0,0,0,0,0,0,8,11,26,0,31,9,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Catalão,5205109,0,1,1,1,1,584,ABI - PSICOLOGIA,5000911,ABI Ciências sociais - comunicação e informação,"""0011A03""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0,50,50,0,0,50,0,0,0,875,875,0,0,875,0,0,0,51,43,8,51,0,51,1,50,0,0,0,0,0,0,0,0,1,48,1,1,0,0,0,0,26,5,17,1,0,2,47,39,8,47,0,1,45,1,0,0,0,0,0,24,5,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,13,0,13,0,24,24,12,0,12,0,0,0,0,0,0,0,4,3,54,0,28,23,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Catalão,5205109,0,1,1,1,1,584,ABI - QUÍMICA,5000913,ABI Ciências naturais - matemática e estatística,"""0011A05""",0,Programas básicos,1,Programas básicos,11,Programas básicos,,1,1,1,0,51,0,51,0,50,0,1,0,292,0,292,0,284,0,8,0,42,31,11,0,42,41,0,41,0,0,0,0,0,1,0,0,0,26,10,4,0,2,0,0,14,4,18,2,0,4,25,19,6,0,25,0,19,4,2,0,0,0,0,8,1,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,10,0,8,0,13,13,4,0,6,0,0,0,0,0,0,0,16,14,26,0,31,11,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Catalão,5205109,0,1,1,1,1,584,ADMINISTRAÇÃO,102084,Administração,"""0413A01""",4,Negócios - administração e direito,41,Negócios e administração,413,Gestão e administração,1,1,1,1,1,63,0,63,0,50,0,13,0,791,0,791,0,728,0,63,0,64,38,26,0,64,51,1,50,0,0,0,0,0,13,0,0,1,45,11,4,2,1,0,0,30,8,25,0,0,1,203,125,78,0,203,1,123,43,20,7,9,0,0,85,10,82,3,0,23,27,20,7,0,27,0,9,11,2,1,4,0,0,11,0,10,0,0,6,64,0,203,0,27,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,14,0,13,0,94,94,37,1,37,0,8,8,1,0,1,0,34,29,3,0,45,19,0,145,58,0,20,7,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Catalão,5205109,0,1,1,1,1,584,CIÊNCIA DA COMPUTAÇÃO,14137,Ciência da computação,"""0614C01""",6,Computação e Tecnologias da Informação e Comunicação (TIC),61,Computação e Tecnologias da Informação e Comunicação (TIC),614,Ciência da computação,1,1,1,1,1,38,38,0,0,35,0,3,0,251,251,0,0,234,0,17,0,36,4,32,36,0,34,0,34,0,0,0,0,0,2,0,0,2,32,2,0,0,0,0,0,25,3,6,0,0,2,131,13,118,131,0,2,105,17,5,2,0,0,0,70,9,39,2,0,11,11,0,11,11,0,0,9,2,0,0,0,0,0,3,0,5,1,0,2,36,0,130,1,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,6,0,9,0,54,54,25,1,25,0,6,6,3,0,2,0,20,23,3,0,21,15,0,83,48,0,8,3,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
2019,Centro-Oeste,5,Goiás,GO,52,Catalão,5205109,0,1,1,1,1,584,CIÊNCIAS BIOLÓGICAS,102086,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2,1,1,1,1,42,42,0,0,40,0,2,0,210,210,0,0,204,0,6,0,41,26,15,41,0,39,0,39,0,0,0,0,0,2,0,0,0,36,2,1,0,2,0,0,24,2,12,2,0,1,111,69,42,111,0,0,95,7,5,2,2,0,0,45,5,51,2,1,7,11,7,4,11,0,0,9,1,1,0,0,0,0,1,1,4,0,0,5,40,1,111,0,11,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,7,0,11,0,53,53,27,0,30,0,3,3,2,0,1,0,17,13,1,0,28,13,0,80,31,0,7,4,0,0,0,0,0,2,0,1,0,41,2,37,1,1,0,1,0
2019,Centro-Oeste,5,Goiás,GO,52,Catalão,5205109,0,1,1,1,1,584,CIÊNCIAS BIOLÓGICAS,1113004,Biologia,"""0511B01""",5,Ciências naturais - matemática e estatística,51,Ciências biológicas e correlatas,511,Biologia,1,1,1,1,1,32,32,0,0,30,0,2,0,207,207,0,0,200,0,7,0,30,23,7,30,0,28,0,28,0,0,0,0,0,2,0,0,0,25,2,0,2,0,1,0,16,0,12,0,1,1,84,62,22,84,0,0,70,9,1,2,0,2,0,38,3,31,0,2,10,12,8,4,12,0,0,9,3,0,0,0,0,0,3,1,5,0,0,3,30,0,83,1,12,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,4,0,5,0,30,30,12,0,14,0,2,2,1,0,0,0,13,15,2,0,14,16,0,47,37,0,9,3,0,0,0,0,0,1,1,1,0,12,2,12,1,0,0,0,0
